timestamp,server_id,log_level,message,error_code
2026-01-10 13:19:00,srv-02,CRITICAL,CPU threshold exceeded,
2026-01-07 17:17:00,srv-05,INFO,Memory allocation failed,E001
2026-01-09 13:06:00,srv-03,INFO,Connection timeout error,E001
2026-01-08 00:50:00,srv-04,WARNING,Authentication failed,
2026-01-08 03:23:00,srv-05,INFO,Database query slow,E002
2026-01-04 14:24:00,srv-03,INFO,Service restarted successfully,E003
2026-01-07 11:43:00,srv-05,INFO,Database query slow,E002
2026-01-01 13:27:00,srv-03,INFO,Authentication failed,E001
2026-01-04 03:24:00,srv-02,INFO,Service restarted successfully,E004
2026-01-10 01:38:00,srv-03,INFO,Database query slow,E002
2026-01-03 16:07:00,srv-04,CRITICAL,Disk usage at 90%,E002
2026-01-05 22:39:00,srv-03,INFO,Network packet loss detected,E003
2026-01-04 16:36:00,srv-05,INFO,Memory allocation failed,E003
2026-01-06 05:49:00,srv-05,WARNING,Network packet loss detected,E003
2026-01-02 03:37:00,srv-05,INFO,Memory allocation failed,E004
2026-01-02 10:13:00,srv-02,ERROR,Authentication failed,E003
2026-01-04 03:52:00,srv-05,CRITICAL,Network packet loss detected,E002
2026-01-03 18:02:00,srv-03,ERROR,Connection timeout error,
2026-01-10 12:19:00,srv-04,INFO,Connection timeout error,E002
2026-01-01 12:05:00,srv-03,CRITICAL,Memory allocation failed,E002
2026-01-02 22:46:00,srv-03,INFO,Disk usage at 90%,E001
2026-01-06 04:43:00,srv-04,WARNING,CPU threshold exceeded,E003
2026-01-07 06:32:00,srv-02,WARNING,Database query slow,E003
2026-01-03 00:51:00,srv-01,INFO,Service restarted successfully,E003
2026-01-09 21:02:00,srv-01,ERROR,Disk usage at 90%,E001
2026-01-10 11:05:00,srv-01,INFO,Connection timeout error,E004
2026-01-06 11:45:00,srv-02,INFO,Connection timeout error,
2026-01-06 03:01:00,srv-05,INFO,CPU threshold exceeded,E002
2026-01-04 22:55:00,srv-02,CRITICAL,Disk usage at 90%,
2026-01-08 19:38:00,srv-03,INFO,Connection timeout error,E002
2026-01-01 16:52:00,srv-03,WARNING,Network packet loss detected,E004
2026-01-04 04:26:00,srv-02,WARNING,Service restarted successfully,E003
2026-01-05 01:57:00,srv-02,INFO,Connection timeout error,E004
2026-01-02 07:42:00,srv-04,INFO,Network packet loss detected,E001
2026-01-10 06:54:00,srv-05,INFO,Memory allocation failed,
2026-01-05 03:16:00,srv-02,INFO,Memory allocation failed,E001
2026-01-09 14:03:00,srv-05,INFO,Authentication failed,E002
2026-01-01 18:14:00,srv-05,ERROR,Service restarted successfully,E003
2026-01-03 23:30:00,srv-04,WARNING,Memory allocation failed,E001
2026-01-04 06:33:00,srv-05,ERROR,Connection timeout error,
2026-01-06 21:16:00,srv-04,WARNING,Database query slow,E002
2026-01-03 01:25:00,srv-02,INFO,Memory allocation failed,E003
2026-01-02 06:10:00,srv-02,INFO,Network packet loss detected,
2026-01-10 20:19:00,srv-04,ERROR,Memory allocation failed,E001
2026-01-10 21:06:00,srv-04,WARNING,CPU threshold exceeded,E001
2026-01-01 21:51:00,srv-04,INFO,Service restarted successfully,E001
2026-01-05 17:01:00,srv-03,INFO,Disk usage at 90%,E001
2026-01-09 00:43:00,srv-02,INFO,CPU threshold exceeded,E001
2026-01-08 04:54:00,srv-04,CRITICAL,Network packet loss detected,E002
2026-01-09 15:30:00,srv-01,WARNING,Database query slow,E002
2026-01-10 08:52:00,srv-02,INFO,Disk usage at 90%,E003
2026-01-02 15:23:00,srv-01,WARNING,Authentication failed,E002
2026-01-01 04:04:00,srv-03,INFO,Connection timeout error,E003
2026-01-08 02:43:00,srv-02,WARNING,Memory allocation failed,E001
2026-01-06 03:12:00,srv-03,CRITICAL,CPU threshold exceeded,E004
2026-01-04 16:20:00,srv-02,ERROR,Disk usage at 90%,
2026-01-07 11:23:00,srv-03,INFO,Authentication failed,E001
2026-01-06 04:58:00,srv-05,INFO,Connection timeout error,E004
2026-01-02 13:09:00,srv-02,ERROR,Disk usage at 90%,E003
2026-01-02 10:37:00,srv-04,INFO,CPU threshold exceeded,E001
2026-01-04 09:13:00,srv-04,CRITICAL,CPU threshold exceeded,E004
2026-01-01 23:04:00,srv-02,INFO,Network packet loss detected,E001
2026-01-06 08:21:00,srv-01,ERROR,Connection timeout error,E001
2026-01-09 18:23:00,srv-02,INFO,CPU threshold exceeded,
2026-01-04 20:23:00,srv-01,INFO,CPU threshold exceeded,E004
2026-01-08 11:04:00,srv-02,ERROR,Database query slow,E004
2026-01-09 18:08:00,srv-03,WARNING,Authentication failed,E003
2026-01-01 23:29:00,srv-01,CRITICAL,Service restarted successfully,
2026-01-08 12:52:00,srv-04,INFO,Database query slow,E003
2026-01-03 18:17:00,srv-05,WARNING,Network packet loss detected,
2026-01-08 07:53:00,srv-04,INFO,Network packet loss detected,E004
2026-01-10 12:51:00,srv-05,CRITICAL,CPU threshold exceeded,E002
2026-01-08 18:20:00,srv-04,WARNING,Network packet loss detected,E002
2026-01-07 00:31:00,srv-05,INFO,Connection timeout error,
2026-01-08 13:40:00,srv-03,WARNING,Database query slow,E001
2026-01-08 09:15:00,srv-01,WARNING,Network packet loss detected,E001
2026-01-03 12:29:00,srv-04,CRITICAL,Network packet loss detected,
2026-01-01 10:09:00,srv-05,INFO,Memory allocation failed,E004
2026-01-05 19:11:00,srv-03,INFO,Connection timeout error,E001
2026-01-06 04:14:00,srv-03,INFO,Connection timeout error,E001
2026-01-02 13:17:00,srv-05,CRITICAL,Connection timeout error,
2026-01-01 05:25:00,srv-01,INFO,Disk usage at 90%,E004
2026-01-04 04:43:00,srv-03,INFO,Database query slow,E003
2026-01-10 20:06:00,srv-03,ERROR,Network packet loss detected,E003
2026-01-10 23:49:00,srv-02,INFO,Memory allocation failed,E003
2026-01-02 13:20:00,srv-02,INFO,CPU threshold exceeded,E003
2026-01-09 11:08:00,srv-04,WARNING,Service restarted successfully,E004
2026-01-03 14:24:00,srv-03,WARNING,Service restarted successfully,E003
2026-01-06 02:51:00,srv-04,WARNING,CPU threshold exceeded,
2026-01-01 04:02:00,srv-03,WARNING,Service restarted successfully,E004
2026-01-10 21:00:00,srv-04,ERROR,Memory allocation failed,E003
2026-01-08 01:24:00,srv-05,ERROR,Connection timeout error,E002
2026-01-08 23:03:00,srv-02,WARNING,Connection timeout error,E003
2026-01-01 04:58:00,srv-05,WARNING,Memory allocation failed,E004
2026-01-02 22:39:00,srv-03,WARNING,Database query slow,E001
2026-01-02 06:02:00,srv-02,INFO,Connection timeout error,E001
2026-01-09 19:54:00,srv-03,WARNING,Network packet loss detected,E003
2026-01-10 12:00:00,srv-02,INFO,Connection timeout error,
2026-01-02 00:26:00,srv-04,WARNING,Authentication failed,E001
2026-01-05 12:22:00,srv-05,CRITICAL,Memory allocation failed,E004
2026-01-10 20:29:00,srv-04,INFO,Service restarted successfully,E003
2026-01-03 16:52:00,srv-01,CRITICAL,Service restarted successfully,E004
2026-01-08 04:35:00,srv-04,INFO,CPU threshold exceeded,E004
2026-01-10 16:25:00,srv-03,INFO,CPU threshold exceeded,E002
2026-01-07 05:42:00,srv-02,WARNING,Database query slow,E002
2026-01-01 15:20:00,srv-05,INFO,Memory allocation failed,E001
2026-01-03 12:18:00,srv-04,CRITICAL,Authentication failed,E001
2026-01-02 18:27:00,srv-05,ERROR,Network packet loss detected,
2026-01-01 15:46:00,srv-02,WARNING,Service restarted successfully,E003
2026-01-06 20:35:00,srv-02,INFO,Database query slow,E003
2026-01-03 11:50:00,srv-01,CRITICAL,CPU threshold exceeded,E001
2026-01-02 00:24:00,srv-05,INFO,Connection timeout error,E002
2026-01-02 18:40:00,srv-04,INFO,Disk usage at 90%,E001
2026-01-01 10:43:00,srv-03,WARNING,Memory allocation failed,E003
2026-01-06 02:25:00,srv-01,INFO,Authentication failed,E002
2026-01-09 12:02:00,srv-04,WARNING,Connection timeout error,E004
2026-01-04 22:23:00,srv-01,INFO,Memory allocation failed,
2026-01-09 01:38:00,srv-03,INFO,Memory allocation failed,E004
2026-01-03 12:22:00,srv-02,INFO,CPU threshold exceeded,
2026-01-06 10:37:00,srv-03,ERROR,Memory allocation failed,
2026-01-10 14:41:00,srv-02,INFO,Database query slow,E004
2026-01-08 09:02:00,srv-02,CRITICAL,Disk usage at 90%,E001
2026-01-04 05:57:00,srv-04,INFO,Network packet loss detected,E003
2026-01-09 10:57:00,srv-05,INFO,Disk usage at 90%,E003
2026-01-06 03:16:00,srv-04,CRITICAL,Connection timeout error,E002
2026-01-01 21:09:00,srv-05,INFO,Service restarted successfully,E002
2026-01-02 04:45:00,srv-05,INFO,Memory allocation failed,E001
2026-01-01 02:51:00,srv-02,WARNING,Connection timeout error,E003
2026-01-01 07:01:00,srv-05,CRITICAL,Memory allocation failed,E001
2026-01-04 05:55:00,srv-03,WARNING,CPU threshold exceeded,E003
2026-01-05 05:43:00,srv-02,ERROR,Network packet loss detected,E003
2026-01-05 14:46:00,srv-01,INFO,Connection timeout error,
2026-01-09 10:53:00,srv-04,INFO,Connection timeout error,E004
2026-01-06 20:56:00,srv-02,INFO,Authentication failed,
2026-01-04 22:33:00,srv-05,WARNING,Disk usage at 90%,E003
2026-01-07 07:21:00,srv-05,INFO,Connection timeout error,E001
2026-01-02 15:55:00,srv-05,INFO,Network packet loss detected,E002
2026-01-03 08:05:00,srv-05,CRITICAL,Connection timeout error,E002
2026-01-03 20:06:00,srv-02,INFO,Memory allocation failed,E001
2026-01-09 20:18:00,srv-05,WARNING,Authentication failed,E003
2026-01-03 11:27:00,srv-01,WARNING,Service restarted successfully,E001
2026-01-05 11:50:00,srv-02,INFO,Authentication failed,E003
2026-01-07 16:43:00,srv-01,INFO,Authentication failed,
2026-01-03 01:59:00,srv-01,INFO,Memory allocation failed,
2026-01-07 21:15:00,srv-02,ERROR,Network packet loss detected,E002
2026-01-03 00:56:00,srv-03,WARNING,Service restarted successfully,
2026-01-04 22:09:00,srv-05,INFO,Memory allocation failed,E001
2026-01-09 03:07:00,srv-01,INFO,Authentication failed,E003
2026-01-03 22:06:00,srv-01,INFO,Memory allocation failed,E003
2026-01-06 00:35:00,srv-01,INFO,Connection timeout error,
2026-01-07 18:13:00,srv-05,INFO,CPU threshold exceeded,E001
2026-01-07 06:41:00,srv-02,WARNING,Database query slow,E001
2026-01-03 23:10:00,srv-04,INFO,Disk usage at 90%,E004
2026-01-03 10:30:00,srv-03,ERROR,Database query slow,E002
2026-01-05 18:53:00,srv-05,INFO,CPU threshold exceeded,E004
2026-01-05 22:02:00,srv-03,INFO,Database query slow,E002
2026-01-08 01:31:00,srv-03,INFO,Memory allocation failed,
2026-01-08 06:52:00,srv-01,CRITICAL,Connection timeout error,E001
2026-01-04 21:22:00,srv-05,WARNING,Memory allocation failed,
2026-01-05 15:11:00,srv-04,WARNING,Memory allocation failed,
2026-01-03 00:07:00,srv-04,WARNING,Network packet loss detected,
2026-01-07 21:59:00,srv-05,CRITICAL,CPU threshold exceeded,E002
2026-01-01 10:26:00,srv-03,WARNING,Authentication failed,E002
2026-01-01 08:10:00,srv-02,WARNING,CPU threshold exceeded,E004
2026-01-04 11:34:00,srv-03,WARNING,Disk usage at 90%,E001
2026-01-10 10:54:00,srv-03,INFO,Disk usage at 90%,E001
2026-01-08 08:26:00,srv-03,WARNING,Service restarted successfully,E003
2026-01-02 19:00:00,srv-02,WARNING,Service restarted successfully,E003
2026-01-09 06:43:00,srv-05,CRITICAL,Memory allocation failed,E003
2026-01-05 22:00:00,srv-02,INFO,Disk usage at 90%,E003
2026-01-09 01:14:00,srv-01,INFO,Network packet loss detected,E001
2026-01-02 03:57:00,srv-02,CRITICAL,Database query slow,E003
2026-01-01 20:48:00,srv-03,WARNING,CPU threshold exceeded,E002
2026-01-05 12:07:00,srv-05,INFO,CPU threshold exceeded,E001
2026-01-02 17:16:00,srv-01,ERROR,Connection timeout error,E003
2026-01-10 21:03:00,srv-02,WARNING,Database query slow,E003
2026-01-04 05:03:00,srv-03,INFO,Disk usage at 90%,E001
2026-01-08 18:09:00,srv-04,ERROR,Disk usage at 90%,E002
2026-01-06 17:16:00,srv-05,INFO,Authentication failed,
2026-01-02 01:14:00,srv-02,ERROR,CPU threshold exceeded,E002
2026-01-04 12:11:00,srv-04,INFO,Database query slow,E001
2026-01-09 15:58:00,srv-01,INFO,Disk usage at 90%,
2026-01-01 04:31:00,srv-03,WARNING,Service restarted successfully,E003
2026-01-01 13:07:00,srv-02,ERROR,Service restarted successfully,
2026-01-04 11:53:00,srv-05,WARNING,Database query slow,E001
2026-01-01 01:06:00,srv-01,INFO,Connection timeout error,E002
2026-01-09 04:12:00,srv-02,ERROR,Authentication failed,E003
2026-01-01 09:08:00,srv-02,CRITICAL,CPU threshold exceeded,E004
2026-01-08 21:53:00,srv-04,INFO,Authentication failed,
2026-01-01 19:34:00,srv-05,INFO,Connection timeout error,
2026-01-01 12:14:00,srv-01,INFO,Memory allocation failed,E002
2026-01-09 16:16:00,srv-05,WARNING,Service restarted successfully,E003
2026-01-01 12:11:00,srv-02,WARNING,Connection timeout error,E002
2026-01-09 22:41:00,srv-03,WARNING,Authentication failed,E004
2026-01-10 17:57:00,srv-03,INFO,Network packet loss detected,E001
2026-01-03 22:39:00,srv-01,INFO,CPU threshold exceeded,E002
2026-01-05 09:26:00,srv-01,WARNING,Memory allocation failed,E002
2026-01-08 07:44:00,srv-01,CRITICAL,Network packet loss detected,E001
2026-01-03 12:55:00,srv-02,INFO,Memory allocation failed,E003
2026-01-07 14:08:00,srv-05,ERROR,Connection timeout error,E004
2026-01-05 15:31:00,srv-01,CRITICAL,Disk usage at 90%,
2026-01-03 05:17:00,srv-01,INFO,Network packet loss detected,E004
2026-01-09 02:06:00,srv-03,INFO,Memory allocation failed,
2026-01-07 12:21:00,srv-05,INFO,Disk usage at 90%,E001
2026-01-04 05:41:00,srv-03,ERROR,Memory allocation failed,E002
2026-01-03 15:17:00,srv-03,ERROR,Service restarted successfully,E004
2026-01-01 03:10:00,srv-04,WARNING,Connection timeout error,E001
2026-01-01 10:15:00,srv-03,CRITICAL,Authentication failed,
2026-01-03 23:07:00,srv-01,ERROR,Disk usage at 90%,E003
2026-01-07 04:01:00,srv-04,WARNING,Connection timeout error,E004
2026-01-09 08:02:00,srv-05,CRITICAL,Connection timeout error,E004
2026-01-04 20:45:00,srv-03,ERROR,Database query slow,E004
2026-01-01 22:20:00,srv-01,INFO,Memory allocation failed,E001
2026-01-07 10:25:00,srv-02,INFO,Network packet loss detected,E002
2026-01-04 05:37:00,srv-04,INFO,Database query slow,E002
2026-01-04 12:28:00,srv-01,INFO,Authentication failed,E002
2026-01-08 01:03:00,srv-04,WARNING,CPU threshold exceeded,E001
2026-01-03 21:34:00,srv-04,WARNING,Service restarted successfully,E003
2026-01-08 11:01:00,srv-05,INFO,Authentication failed,E003
2026-01-04 05:25:00,srv-03,INFO,CPU threshold exceeded,E003
2026-01-09 05:11:00,srv-05,INFO,Service restarted successfully,E004
2026-01-09 03:48:00,srv-02,WARNING,CPU threshold exceeded,E001
2026-01-10 02:55:00,srv-02,INFO,Memory allocation failed,E003
2026-01-02 01:05:00,srv-01,CRITICAL,Service restarted successfully,E002
2026-01-02 01:51:00,srv-03,INFO,Authentication failed,E003
2026-01-02 00:09:00,srv-01,INFO,Connection timeout error,
2026-01-06 11:33:00,srv-02,INFO,Network packet loss detected,E004
2026-01-07 19:44:00,srv-02,WARNING,Database query slow,E003
2026-01-01 03:35:00,srv-04,WARNING,Disk usage at 90%,E001
2026-01-08 03:38:00,srv-01,WARNING,CPU threshold exceeded,E004
2026-01-06 11:07:00,srv-02,INFO,Disk usage at 90%,E002
